"datazone","child_pov_pc"
"S01005732",20.2
"S01005733",6.3
"S01005734",2.9
"S01005735",9
"S01005736",10.8
"S01005737",28.5
"S01005738",30
"S01005739",8.3
"S01005740",22.4
"S01005741",10.1
"S01005742",19.6
"S01005743",3
"S01005744",21.4
"S01005745",29.6
"S01005746",13.3
"S01005747",20.8
"S01005748",39.5
"S01005749",5.3
"S01005750",26.3
"S01005751",22.4
"S01005752",51.3
"S01005753",21.3
"S01005754",18.4
"S01005755",41.7
"S01005756",29.9
"S01005757",44
"S01005758",26.8
"S01005759",32.7
"S01005760",15.1
"S01005761",3
"S01005762",35.9
"S01005763",8.8
"S01005764",43.9
"S01005765",35.9
"S01005766",16.2
"S01005767",3.6
"S01005768",17.7
"S01005769",29.5
"S01005770",16.7
"S01005771",4.2
"S01005772",5.6
"S01005773",4.3
"S01005774",20
"S01005775",30.2
"S01005776",9.4
"S01005777",20
"S01005778",15.9
"S01005779",11.2
"S01005780",3.6
"S01005781",20.1
"S01005782",32
"S01005783",12.8
"S01005784",10
"S01005785",5.4
"S01005786",18
"S01005787",12.6
"S01005788",13.6
"S01005789",13
"S01005790",30.2
"S01005791",9.1
"S01005792",36.9
"S01005793",20.7
"S01005794",8.3
"S01005795",24.3
"S01005796",9
"S01005797",6.6
"S01005798",26.8
"S01005799",26.3
"S01005800",13.1
"S01005801",20.6
"S01005802",4
"S01005803",31.6
"S01005804",6
"S01005805",11.8
"S01005806",26.3
"S01005807",24.8
"S01005808",26.1
"S01005809",15.5
"S01005810",20.4
"S01005811",22.6
"S01005812",14.3
"S01005813",14.7
"S01005814",23.7
"S01005815",9.8
"S01005816",13.1
"S01005817",8.1
"S01005818",NA
"S01005819",27
"S01005820",16.6
"S01005821",7.2
"S01005822",24.7
"S01005823",14
"S01005824",NA
"S01005825",20.2
"S01005826",1.5
"S01005827",9.8
"S01005828",9.7
"S01005829",8.3
"S01005830",13.1
"S01005831",7.8
"S01005832",34.4
"S01005833",12.2
"S01005834",15.9
"S01005835",NA
"S01005836",6.4
"S01005837",NA
"S01005838",18.3
"S01005839",9.3
"S01005840",16
"S01005841",15.3
"S01005842",24.7
"S01005843",5.6
"S01005844",17.8
"S01005845",7.8
"S01005846",16.3
"S01005847",13
"S01005848",31.1
"S01005849",15.5
"S01005850",34.6
"S01005851",21.4
"S01005852",21.3
"S01005853",15.9
"S01005854",26.6
"S01005855",38.2
"S01005856",18.3
"S01005857",25.2
"S01005858",18.7
"S01005859",14.2
"S01005860",21.9
"S01005861",3.7
"S01005862",12.7
"S01005863",7.9
"S01005864",14.6
"S01005865",26.3
"S01005866",4.6
"S01005867",8.3
"S01005868",NA
"S01005869",45.6
"S01005870",17.9
"S01005871",14.8
"S01005872",6.3
"S01005873",14
"S01005874",47.9
"S01005875",15.3
"S01005876",8.9
"S01005877",14.6
"S01005878",3.6
"S01005879",10.2
"S01005880",28.5
"S01005881",23.3
"S01005882",1.5
"S01005883",15.8
"S01005884",3.5
"S01005885",4.4
"S01005886",4.3
"S01005887",5.1
"S01005888",24.7
"S01005889",10.4
"S01005890",2.5
"S01005891",37
"S01005892",28.9
"S01005893",24.4
"S01005894",25.6
"S01005895",10.8
"S01005896",5.7
"S01005897",9.1
"S01005898",10.8
"S01005899",25.3
"S01005900",7.5
"S01005901",8
"S01005902",5.4
"S01005903",20.7
"S01005904",9.7
"S01005905",7.9
"S01005906",24.5
"S01005907",16.5
"S01005908",15.9
"S01005909",7.1
"S01005910",6.2
"S01005911",11.7
"S01005912",23.4
"S01005913",51
"S01005914",13.8
"S01005915",29.1
"S01005916",2.8
"S01005917",30.2
"S01005918",19.4
"S01005919",NA
"S01005920",11.8
"S01005921",14.7
"S01005922",7.9
"S01005923",18.2
"S01005924",4
"S01005925",3.4
"S01005926",9.9
"S01005927",NA
"S01005928",34.5
"S01005929",24.6
"S01005930",12.5
"S01005931",7.9
"S01005932",38.3
"S01005933",3.9
"S01005934",23.1
"S01005935",22.4
"S01005936",11.9
"S01005937",2.4
"S01005938",23.3
"S01005939",35.6
"S01005940",16.2
"S01005941",NA
"S01005942",20.7
"S01005943",14.8
"S01005944",9.5
"S01005945",19.8
"S01005946",22
"S01005947",42.7
"S01005948",24.5
"S01005949",42.2
"S01005950",11.8
"S01005951",29.9
"S01005952",23.1
"S01005953",9.8
"S01005954",36.5
"S01005955",15.3
"S01005956",33.1
"S01005957",35.2
"S01005958",18.4
"S01005959",23.9
"S01005960",12.5
"S01005961",30.3
"S01005962",32.9
"S01005963",18.6
"S01005964",26.5
"S01005965",39.1
"S01005966",35.2
"S01005967",41.6
"S01005968",5.2
"S01005969",11.2
"S01005970",19.1
"S01005971",23.7
"S01005972",16.5
"S01005973",12.3
"S01005974",23.3
"S01005975",32.9
"S01005976",NA
"S01005977",18.9
"S01005978",3.6
"S01005979",23.4
"S01005980",4
"S01005981",9.5
"S01005982",40.5
"S01005983",5.1
"S01005984",1.8
"S01005985",16.9
"S01005986",2.4
"S01005987",21.5
"S01005988",33.9
"S01005989",NA
"S01005990",42.7
"S01005991",19.9
"S01005992",43.2
"S01005993",5.3
"S01005994",23.3
"S01005995",44
"S01005996",8.2
"S01005997",28
"S01005998",61
"S01005999",4.3
"S01006000",48.8
"S01006001",18.9
"S01006002",17.6
"S01006003",18.4
"S01006004",9.9
"S01006005",25.9
"S01006006",8.6
"S01006007",41.8
"S01006008",38.7
"S01006009",7.8
"S01006010",NA
"S01006011",35.9
"S01006012",34.7
"S01006013",4.1
"S01006014",35.1
"S01006015",5
"S01006016",4.7
"S01006017",16.3
"S01006018",11.7
"S01006019",16.3
"S01006020",NA
"S01006021",10.1
"S01006022",30.7
"S01006023",3.7
"S01006024",21.6
"S01006025",13.1
"S01006026",23.3
"S01006027",4.4
"S01006028",15.4
"S01006029",4.5
"S01006030",6
"S01006031",15.9
"S01006032",22.1
"S01006033",15.5
"S01006034",29.2
"S01006035",10.3
"S01006036",7.6
"S01006037",20.9
"S01006038",13.2
"S01006039",18
"S01006040",42.4
"S01006041",32.2
"S01006042",13.5
"S01006043",5.2
"S01006044",7.8
"S01006045",9.9
"S01006046",18.1
"S01006047",16.9
"S01006048",8.1
"S01006049",12.1
"S01006050",21
"S01006051",23.3
"S01006052",2.4
"S01006053",16.1
"S01006054",7.6
"S01006055",10.2
"S01006056",2.9
"S01006057",47.1
"S01006058",43.4
"S01006059",21.9
"S01006060",18.1
"S01006061",41.8
"S01006062",45.3
"S01006063",49.7
"S01006064",26.4
"S01006065",40.6
"S01006066",18.5
"S01006067",2.8
"S01006068",10.9
"S01006069",2
"S01006070",NA
"S01006071",NA
"S01006072",2.8
"S01006073",10.9
"S01006074",3.1
"S01006075",30.2
"S01006076",31
"S01006077",13.4
"S01006078",7.1
"S01006079",25.3
"S01006080",13.8
"S01006081",6.9
"S01006082",30.7
"S01006083",8.2
"S01006084",8.7
"S01006085",12.2
"S01006086",8.7
"S01006087",8.8
"S01006088",2.2
"S01006089",25.4
"S01006090",35.8
"S01006091",5.8
"S01006092",27
"S01006093",14.8
"S01006094",16.3
"S01006095",6.3
"S01006096",31.6
"S01006097",28.6
"S01006098",16.7
"S01006099",7.3
"S01006100",52
"S01006101",18.3
"S01006102",24.5
"S01006103",12.3
"S01006104",34.5
"S01006105",22.5
"S01006106",14.4
"S01006107",12.8
"S01006108",20.6
"S01006109",15
"S01006110",43.8
"S01006111",13.3
"S01006112",5.2
"S01006113",2.6
"S01006114",20.3
"S01006115",7.2
"S01006116",NA
"S01006117",16.6
"S01006118",12
"S01006119",2.1
"S01006120",21.4
"S01006121",18.4
"S01006122",2.2
"S01006123",44.3
"S01006124",28
"S01006125",16.8
"S01006126",26.8
"S01006127",6.8
"S01006128",22.9
"S01006129",17.4
"S01006130",29.5
"S01006131",4.5
"S01006132",37.7
"S01006133",7.3
"S01006134",11
"S01006135",50
"S01006136",51.5
"S01006137",25
"S01006138",NA
"S01006139",27
"S01006140",7.9
"S01006141",23.5
"S01006142",6.7
"S01006143",8.3
"S01006144",8.2
"S01006145",12.6
"S01006146",3.7
"S01006147",8.7
"S01006148",7.4
"S01006149",7.6
"S01006150",5.9
"S01006151",NA
"S01006152",NA
"S01006153",NA
"S01006154",1.7
"S01006155",7.2
"S01006156",6
"S01006157",12.6
"S01006158",2.8
"S01006159",8.1
"S01006160",NA
"S01006161",NA
"S01006162",2.5
"S01006163",12
"S01006164",16.1
"S01006165",NA
"S01006166",1.4
"S01006167",1.3
"S01006168",8.2
"S01006169",11.4
"S01006170",3.8
"S01006171",10.8
"S01006172",9
"S01006173",3.8
"S01006174",13.7
"S01006175",15.7
"S01006176",6.9
"S01006177",29
"S01006178",17.5
"S01006179",12.3
"S01006180",28.3
"S01006181",33.1
"S01006182",40.7
"S01006183",49.6
"S01006184",27
"S01006185",18.1
"S01006186",25.1
"S01006187",44
"S01006188",21.5
"S01006189",39.7
"S01006190",25.9
"S01006191",24
"S01006192",48.4
"S01006193",31.3
"S01006194",42.8
"S01006195",46.7
"S01006196",22.3
"S01006197",30.3
"S01006198",42.9
"S01006199",41.9
"S01006200",17.9
"S01006201",31.6
"S01006202",51.7
"S01006203",15.6
"S01006204",24.1
"S01006205",14.2
"S01006206",21.1
"S01006207",26.6
"S01006208",34.4
"S01006209",8.9
"S01006210",5.2
"S01006211",40.2
"S01006212",3.4
"S01006213",20.2
"S01006214",10
"S01006215",25.2
"S01006216",17.4
"S01006217",27.6
"S01006218",9.1
"S01006219",12
"S01006220",7.4
"S01006221",29.7
"S01006222",22.7
"S01006223",7.7
"S01006224",9.7
"S01006225",34.9
"S01006226",11.9
"S01006227",16.5
"S01006228",7.4
"S01006229",50
"S01006230",42.1
"S01006231",42.5
"S01006232",2.6
"S01006233",12.1
"S01006234",12.8
"S01006235",6.1
"S01006236",14.6
"S01006237",4.2
"S01006238",6.3
"S01006239",NA
"S01006240",52.3
"S01006241",8.6
"S01006242",11.8
"S01006243",NA
"S01006244",10.7
"S01006245",41.7
"S01006246",22
"S01006247",10.1
"S01006248",7.4
"S01006249",NA
"S01006250",24.5
"S01006251",5.7
"S01006252",10.7
"S01006253",51.1
"S01006254",13.2
"S01006255",9.2
"S01006256",34.1
"S01006257",22.8
"S01006258",49.1
"S01006259",36.8
"S01006260",52.8
"S01006261",23.4
"S01006262",27.2
"S01006263",28.9
"S01006264",1.9
"S01006265",14.6
"S01006266",36.5
"S01006267",31.2
"S01006268",21.5
"S01006269",41.3
"S01006270",11.4
"S01006271",33.9
"S01006272",19.7
"S01006273",36.2
"S01006274",17.6
"S01006275",21
"S01006276",26.3
"S01006277",10.2
"S01006278",19.3
"S01006279",33.1
"S01006280",31.2
"S01006281",21.4
"S01006282",14.3
"S01006283",21.9
"S01006284",18.4
"S01006285",18.9
"S01006286",23.4
"S01006287",15.1
"S01006288",52.7
"S01006289",8.8
"S01006290",38.5
"S01006291",46.6
"S01006292",8.7
"S01006293",NA
"S01006294",4.8
"S01006295",20.5
"S01006296",3.8
"S01006297",12.2
"S01006298",9.3
"S01006299",29.1
"S01006300",30.2
"S01006301",21.1
"S01006302",16.4
"S01006303",20
"S01006304",30.1
"S01006305",14.8
"S01006306",16.7
"S01006307",25.7
"S01006308",32.8
"S01006309",15.4
"S01006310",8.1
"S01006311",24
"S01006312",12.3
"S01006313",18.8
"S01006314",2.4
"S01006315",31.6
"S01006316",23.4
"S01006317",20.4
"S01006318",29.5
"S01006319",27.5
"S01006320",38
"S01006321",1.2
"S01006322",2.7
"S01006323",12.9
"S01006324",2
"S01006325",16.5
"S01006326",40.9
"S01006327",30.6
"S01006328",35.2
"S01006329",4.8
"S01006330",43
"S01006331",6.3
"S01006332",26.4
"S01006333",32.9
"S01006334",24.8
"S01006335",25.5
"S01006336",3.2
"S01006337",5.8
"S01006338",6.5
"S01006339",16.5
"S01006340",11.6
"S01006341",11
"S01006342",26.7
"S01006343",26.3
"S01006344",20.9
"S01006345",20.6
"S01006346",16.6
"S01006347",NA
"S01006348",13.9
"S01006349",31.4
"S01006350",29.8
"S01006351",24.5
"S01006352",31
"S01006353",9.8
"S01006354",27.7
"S01006355",40.2
"S01006356",3.1
"S01006357",15.5
"S01006358",30.7
"S01006359",17.6
"S01006360",7.5
"S01006361",20.6
"S01006362",5.8
"S01006363",4.8
"S01006364",11.3
"S01006365",4.5
"S01006366",4.7
"S01006367",5.7
"S01006368",2.2
"S01006369",11.8
"S01006370",4
"S01006371",2.3
"S01006372",27
"S01006373",18.1
"S01006374",21.3
"S01006375",18.3
"S01006376",11.2
"S01006377",31.5
"S01006378",3
"S01006379",12.4
"S01006380",24.5
"S01006381",10.1
"S01006382",24.6
"S01006383",13.5
"S01006384",5.9
"S01006385",22.4
"S01006386",18.8
"S01006387",29.3
"S01006388",29.7
"S01006389",35.7
"S01006390",16
"S01006391",1.3
"S01006392",32.6
"S01006393",33.6
"S01006394",29.9
"S01006395",24.7
"S01006396",37.1
"S01006397",16.7
"S01006398",5.6
"S01006399",7.5
"S01006400",13.2
"S01006401",37.8
"S01006402",35.1
"S01006403",23.2
"S01006404",17.2
"S01006405",18.6
"S01006406",19.4
"S01006407",3.3
"S01006408",31.8
"S01006409",12.9
"S01006410",27.5
"S01006411",22.5
"S01006412",34.6
"S01006413",25
"S01006414",4.4
"S01006415",8.9
"S01006416",22.2
"S01006417",13.9
"S01006418",32.1
"S01006419",33.3
"S01006420",30.3
"S01006421",6.5
"S01006422",35.6
"S01006423",6.4
"S01006424",33.6
"S01006425",17.4
"S01006426",6.7
"S01006427",15.8
"S01006428",27
"S01006429",29.6
"S01006430",2.8
"S01006431",NA
"S01006432",21.6
"S01006433",27.5
"S01006434",11.3
"S01006435",7.6
"S01006436",37.2
"S01006437",16.5
"S01006438",41
"S01006439",11.8
"S01006440",28.4
"S01006441",23.5
"S01006442",22.3
"S01006443",16.5
"S01006444",11.8
"S01006445",25
"S01006446",7.3
"S01006447",32.8
"S01006448",6.7
"S01006449",7.2
"S01006450",43.5
"S01006451",33.2
"S01006452",16
"S01006453",19.5
"S01006454",7
"S01006455",47.6
"S01006456",12.7
"S01006457",17.7
"S01006458",2.6
"S01006459",12.6
"S01006460",13.5
"S01006461",4
"S01006462",7.4
"S01006463",16.4
"S01006464",14.5
"S01006465",9.4
"S01006466",5.8
"S01006467",7.5
"S01006468",12.5
"S01006469",19.4
"S01006470",14.6
"S01006471",25.3
"S01006472",18.7
"S01006473",4.5
"S01006474",29.7
"S01006475",25.1
"S01006476",16.3
"S01006477",20.3
"S01006478",21.3
"S01006479",13.2
"S01006480",9.8
"S01006481",15.6
"S01006482",21.8
"S01006483",30.7
"S01006484",15.8
"S01006485",NA
"S01006486",2
"S01006487",41.4
"S01006488",3.2
"S01006489",7.4
"S01006490",NA
"S01006491",2.6
"S01006492",14
"S01006493",25.7
"S01006494",NA
"S01006495",7.2
"S01006496",12.7
"S01006497",12.2
"S01006498",NA
"S01006499",5.4
"S01006500",11.5
"S01006501",2.3
"S01006502",4.7
"S01006503",NA
"S01006504",1.6
"S01006505",NA
